1265593411115143169,"Waste meat found stored in the cold room, expired goods, lack of sanitizers, isolation room and thermometers are some of the non-compliance issues discovered at Shoprite, Palm Springs Mall, Sedibeng. #Covid-19 #FlatterntheCurve https://t.co/sInBA8bF1Z"
1265593411781959680,"Are you changing your marketing to ensure you're targeting the at-home consumer?Some great insight from Google:https://t.co/qGGHMylRm1#covid-19 #ecommerce #coronavirus #shopify #hubspot #growth #retail #nibusiness"
1265593411530158080,"The Boy, a haircut and the #lockdown2020 and Mission accomplishedhttps://t.co/f9HkB1rhFOThank you @SujaPisharody for such a great blog#Covid-19#newnormal #newideas #purposedriven #newthinking #thenewnormal #changeforgood https://t.co/wLGn0VJhM9"
1265593433407750144,"#coronavirus #covid-19 #BillGatesA spiritual muslim sublicating to Allah not to allow evil doers to close the mosque's door and deprive him from him of Allah's omnipresence ..#QAnonhttps://t.co/YSPs7vRgz9"
1265593557248704513,"This video shows the emergency ward of a Mumbai state hospital. Overrun by #Covid-19 infections, patients are forced to share beds.https://t.co/0MJRkDSAVU https://t.co/jUnOPQiEu3"
1265593593768574981,"More on understanding clots in #COVID-19 in this excellent piece from ⁦@BBCNews⁩ : 'Baffling' observations from the front line - BBC News⁦@ThrombosisUK⁩⁦@thrombosisday⁩  https://t.co/T2dB4mN8wg"
1265593601230344192,"Non-essential retailers to reopenhttps://t.co/FQ3junUqQd#COVID-19  #Community #StaySafe #StayAlert https://t.co/g0yl5ynnWI"
1265593651360645120,"Our team will be on Live at Radio Nigeria - Peace FM 102.5 Maiduguri for our Weekly WASH TALK on RadioTopic: Disability Inclusion in Community Water Supply &amp; Management in the Face of #COVID-19@CBMworldwide @CBMuk  @BMZ_Bund  @GERinNigeria #Arewatwitterconnect #backtoschool https://t.co/FmS6fkVXC9"
1265593663587041282,"Bill Gates has committed $250 million from his foundation to fighting Coronavirus #BillGates #coronavirus #covid-19 https://t.co/yxOz89aEGP"
1265593694025134082,"Truly inspirational @rapporthandc.  Working in a #Care Home and Overcoming #Covid-19 – Sue’s Story https://t.co/R0JWDjetLy https://t.co/0cRHnWPed9"
1265593701805559808,"Even during these challenging times our team are still providing an excellent service.https://t.co/uYvxR3BPKJ#Covid-19 #humpday #Wednesdaywisdom #CustomerService #OurTeam #FREEvaluation #EstateAgent #EstateAgency #Letting https://t.co/707DsvZ1ev"
1265593713641893889,"#Covid-19 accelerated trends in tracing apps, teleworking, telehealth &amp; e-learning - exacerbating the #DigitalDivide, digital dependency, competitive advantage and #DataPrivacy issues https://t.co/w5fxyhXbo6 @EP_Justice @JFLopezAguilar @AxelVossMdEP @SophieintVeld @ErnstCornelia https://t.co/CnnhpzY4zx"
1265593841123495939,"Women and BAME people have been disproportionately affected by the #covid-19 crisis so it is important that the views of all women and girls are included in discussions to #BuildBackBetter for a more socially just world.@GM4Women2028 has written to @AndyBurnhamGM"
1265593850099310594,"As a doctor for forty years I can say, there is no evidence to link #Covid-19 to eyesight problems.One doesn’t test eyesight by driving on the road,you go and see optician!#DominicCummings has to go. His position is beyond untenable."
1265593882802376705,"Thanks to CII, Young Indians Bhubaneswar Chapter @YiBhubaneswar for giving three hands-free sanitiser dispenser to be installed at @kimsbbsr. It will strengthen our fight against #COVID-19 Pandemic. #CopingWithCovid #YIBhubaneswar #cii4India https://t.co/CY85SsBYud"
1265593882932379648,"@GovSisolak could you have been infected with #COVID-19 when you didn’t wear your mask in Walgreens?#DoAsISayNotAsIDo #Sisolak #Nevada https://t.co/yEhyPF5Uoc"
